Cargo;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Votos válidos;Votos nominais;Data de carga
Prefeito;Parda;Divorciado(a);45 a 49 anos;Masculino;Superior completo;ITANAGRA;MARCUS GUSTAVO DE SOUZA SARMENTO;Administrador;AVANTE;NORDESTE;Eleito;1;BA;5601;3277;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);45 a 49 anos;Masculino;Superior completo;SALITRE;RONDILSON DE ALENCAR RIBEIRO;Agricultor;PT;NORDESTE;Eleito;1;CE;12623;6358;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;ERERÉ;GLAUBER LOPES DE HOLANDA;Enfermeiro;PT;NORDESTE;Eleito;1;CE;4847;2438;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;SÃO MATEUS DO MARANHÃO;HAMILTON NOGUEIRA ARAGÃO;Advogado;PSB;NORDESTE;Eleito;1;MA;22410;12566;2025-05-06 19:30:57
Prefeito;Branca;Viúvo(a);55 a 59 anos;Feminino;Ensino Médio completo;LIVRAMENTO DE NOSSA SENHORA;JOANINA BATISTA SILVA MORAIS SAMPAIO;Comerciante;PSB;NORDESTE;Eleito;1;BA;28340;19398;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;ITAÍBA;PEDRO TEOTÔNIO DA SILVA NETO;Enfermeiro;REPUBLICANOS;NORDESTE;Eleito;1;PE;16367;8292;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;SEBASTIÃO LEAL;MANOELINA DE SOUSA BORGES;Prefeito;PSD;NORDESTE;Eleito;1;PI;3816;2064;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;LAVRAS DA MANGABEIRA;RONALDO PEDROSA LIMA;Prefeito;PSD;NORDESTE;Eleito;1;CE;19391;15790;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Feminino;Superior completo;AIQUARA;VALERIA RIBEIRO SANTOS;Servidor Público Municipal;PP;NORDESTE;Eleito;1;BA;3602;2244;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;CALUMBI;ERIVALDO JOSE DA SILVA;Empresário;AVANTE;NORDESTE;Eleito;1;PE;6174;4598;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;LAGOA SECA;MICHELLE RIBEIRO DO NASCIMENTO;Servidor Público Municipal;PSDB;NORDESTE;Eleito;1;PB;17742;10941;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;ORÓS;SIMÃO PEDRO ALVES PEQUENO;Administrador;PSD;NORDESTE;Eleito;1;CE;14188;8287;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;GENERAL SAMPAIO;JOÃO PAULO SALES CORDEIRO;Advogado;PT;NORDESTE;Eleito;1;CE;7411;4078;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;PEDRO LAURENTINO;CARLOS HENRIQUE COELHO REIS;Outros;MDB;NORDESTE;Eleito;1;PI;3090;1814;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;PINDOBA;JOSÉ CICERO CARDOSO COSTA;Pecuarista;REPUBLICANOS;NORDESTE;Eleito;1;AL;2582;1785;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;AROEIRAS DO ITAIM;FRANCISCO MARCIANO MACEDO;Empresário;PSD;NORDESTE;Eleito;1;PI;4083;2211;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;ANÍSIO DE ABREU;RAMON RUBEN DE MACÊDO;Odontólogo;PT;NORDESTE;Eleito;1;PI;5824;5326;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;MONSENHOR TABOSA;FRANCISCO SALOMÃO DE ARAÚJO SOUSA;Advogado;PT;NORDESTE;Eleito;1;CE;12197;7215;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);75 a 79 anos;Masculino;Ensino Fundamental completo;PALMEIRAS;WILSON JOSE DA ROCHA;Empresário;AVANTE;NORDESTE;Eleito;1;BA;6474;3911;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Feminino;Ensino Médio completo;MAIQUINIQUE;VALERIA FERREIRA SILVEIRA MOREIRA;Prefeito;PV;NORDESTE;Eleito;1;BA;6112;3265;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;MARAIAL;MARLOS HENRIQUE CAVALCANTI;Prefeito;PSDB;NORDESTE;Eleito;1;PE;6720;4055;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior incompleto;GOIANA;MARCILIO REGIO SILVEIRA DA COSTA;Empresário;PP;NORDESTE;Eleito;1;PE;51982;28122;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);55 a 59 anos;Masculino;Superior completo;PAU BRASIL;ROBSON VENÂNCIO DO NASCIMENTO;Servidor Público Municipal;PT;NORDESTE;Eleito;1;BA;6512;3838;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BERTOLÍNIA;RODRIGO DA ROCHA MARTINS;Comerciante;PSD;NORDESTE;Eleito;1;PI;4471;2568;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;CRISÓPOLIS;LEANDRO DANTAS DE JESUS COSTA;Empresário;PSB;NORDESTE;Eleito;1;BA;13127;9655;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;FLORIANO;ANTÔNIO REIS NETO;Prefeito;PSD;NORDESTE;Eleito;1;PI;35113;19200;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;ITABAIANINHA;ERALDO MOREIRA DOS SANTOS;Agricultor;UNIÃO;NORDESTE;Eleito;1;SE;26855;14138;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);50 a 54 anos;Feminino;Superior completo;BURITI BRAVO;LUCIANA BORGES LEOCADIO;Prefeito;MDB;NORDESTE;Eleito;1;MA;14337;7501;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;RIO TINTO;MAGNA CELI FERNANDES GERBASI;Prefeito;PP;NORDESTE;Eleito;1;PB;15355;8928;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);50 a 54 anos;Feminino;Ensino Médio completo;MALTA;ANA MARIA PEIXOTO DE ARAUJO;Servidor Público Municipal;REPUBLICANOS;NORDESTE;Eleito;1;PB;4334;3842;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental incompleto;SANTA CECÍLIA;JOSE MARCILIO FARIAS DA SILVA;Prefeito;PSB;NORDESTE;Eleito;1;PB;6359;3166;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio completo;CONTENDAS DO SINCORÁ;UELITON VALDIR PALMEIRA SOUZA;Servidor Público Municipal;AVANTE;NORDESTE;Eleito;1;BA;4106;2082;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Feminino;Superior completo;PIRIPIRI;JOVENILIA ALVES DE OLIVEIRA MONTEIRO;Prefeito;PT;NORDESTE;Eleito;1;PI;38389;27644;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;MATURÉIA;ELIANDRO MACEDO SANTOS;Comerciante;REPUBLICANOS;NORDESTE;Eleito;1;PB;4749;2625;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Feminino;Superior completo;EXTREMOZ;JUSSARA SALES DE SOUZA;Advogado;PL;NORDESTE;Eleito;1;RN;22937;17364;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;MONTE ALEGRE DE SERGIPE;EVANDRO SILVA PEREIRA COSTA;Servidor Público Municipal;PSD;NORDESTE;Eleito;1;SE;10803;5747;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;LAGOA GRANDE;ANA CATHARINA GARZIERA MORENO;Administrador;PSB;NORDESTE;Eleito;1;PE;15929;11491;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;OUROLÂNDIA;JOSÉ RAIMUNDO ARAUJO DE SOUZA;Prefeito;UNIÃO;NORDESTE;Eleito;1;BA;12420;6838;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);55 a 59 anos;Masculino;Superior completo;PLANALTINO;RONALDO LISBOA DA SILVA;Biólogo;PT;NORDESTE;Eleito;1;BA;5799;3953;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);65 a 69 anos;Masculino;Ensino Médio completo;ITAPICURU;JOSÉ MOREIRA DE CARVALHO NETO;Agricultor;PSD;NORDESTE;Eleito;1;BA;18785;10793;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;ANTONINA DO NORTE;ANTONIO ROSENO FILHO;Prefeito;PDT;NORDESTE;Eleito;1;CE;5613;4619;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior completo;CALDEIRÃO GRANDE DO PIAUÍ;DOUGLAS FILIPE SOUSA GONÇALVES;Prefeito;PSD;NORDESTE;Eleito;1;PI;4011;4011;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;IBIPEBA;RHALLBER VIEIRA DE SOUSA;Odontólogo;PSD;NORDESTE;Eleito;1;BA;11681;7371;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BARRA DO ROCHA;JOSE LUIZ FRANCO RAMOS COSTA;Médico;PDT;NORDESTE;Eleito;1;BA;3580;2938;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;NOVA CANAÃ;WADSON OLIVEIRA ROCHA;Empresário;AVANTE;NORDESTE;Eleito;1;BA;10257;5560;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Feminino;Superior incompleto;SÃO ROBERTO;DANIELLY COELHO TRABULSI NASCIMENTO;Prefeito;UNIÃO;NORDESTE;Eleito;1;MA;3946;2322;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;CANTO DO BURITI;MARCUS FELLIPE NUNES ALVES;Prefeito;MDB;NORDESTE;Eleito;1;PI;13215;6096;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;AREIAL;CARLOS HENRIQUE PEREIRA BALBINO;Advogado;PSDB;NORDESTE;Eleito;1;PB;5492;3232;2025-05-06 19:30:57
Prefeito;Branca;Viúvo(a);45 a 49 anos;Feminino;Ensino Fundamental completo;SÃO FRANCISCO DO BREJÃO;EDINALVA BRANDAO GONCALVES;Outros;PP;NORDESTE;Eleito;1;MA;7324;4120;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;CENTRO DO GUILHERME;JOSÉ AURICÉLIO DE MORAIS LEANDRO;Pecuarista;PL;NORDESTE;Eleito;1;MA;6871;3762;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;SANTA HELENA;JOAO JORGE JINKINGS PAVÃO FILHO;Advogado;MDB;NORDESTE;Eleito;1;MA;19875;10231;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;VARZEDO;GILMAR BORBA BITENCOURT;Agricultor;PODE;NORDESTE;Eleito;1;BA;8019;5032;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;REGENERAÇÃO;EDUARDO ALVES CARVALHO;Prefeito;PSD;NORDESTE;Eleito;1;PI;11203;6018;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;LAGO DO JUNCO;ATAIDE MIRANDA SOUSA;Agricultor;PSB;NORDESTE;Eleito;1;MA;7194;3680;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;BREJO DOS SANTOS;MARIA LUCIENE DE OLIVEIRA ALMEIDA;Prefeito;PSB;NORDESTE;Eleito;1;PB;5418;2850;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;SANTA LUZIA;JUSCELINO DA CRUZ FILGUEIRA JUNIOR;Deputado;PRD;NORDESTE;Eleito;1;MA;35903;20426;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental incompleto;RIACHO DE SANTO ANTÔNIO;MARCELO BARBOSA FERREIRA;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;PB;2604;1938;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;SERRITA;SEBASTIÃO BENEDITO DOS SANTOS;Prefeito;MDB;NORDESTE;Eleito;1;PE;13649;7615;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);50 a 54 anos;Feminino;Superior completo;CARNEIROS;UBIRATANIA MARIA SANTANA;Professor de Ensino Fundamental;MDB;NORDESTE;Eleito;1;AL;5947;4002;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;MADRE DE DEUS;DAILTON RAIMUNDO DE JESUS FILHO;Prefeito;PSB;NORDESTE;Eleito;1;BA;14375;8800;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio incompleto;LAJEDINHO;ANTONIO MARIO LIMA SILVA;Prefeito;PSD;NORDESTE;Eleito;1;BA;3125;1555;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;IBIASSUCÊ;TADEU PRADO REBOUÇAS PRATES;Vereador;UNIÃO;NORDESTE;Eleito;1;BA;7467;3992;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;CORONEL EZEQUIEL;THALES WATSON FARIAS DE AZEVEDO;Empresário;PL;NORDESTE;Eleito;1;RN;4056;2091;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;CAMOCIM DE SÃO FÉLIX;SOSTENES RUBANO NEVES PONTES;Empresário;PSD;NORDESTE;Eleito;1;PE;12346;7949;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;SÃO DOMINGOS;JOSÉ VAGNER ALVES DE OLIVEIRA;Prefeito;UNIÃO;NORDESTE;Eleito;1;SE;6800;3616;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);70 a 74 anos;Masculino;Ensino Fundamental incompleto;TACIMA;LUIS RODRIGUES SOBRINHO;Prefeito;SOLIDARIEDADE;NORDESTE;Eleito;1;PB;7235;3778;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;MATARACA;EYMARD DE ARAÚJO PEDROSA;Advogado;PSB;NORDESTE;Eleito;1;PB;7344;4187;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);50 a 54 anos;Masculino;Superior completo;SERRA NEGRA DO NORTE;ACÁCIO SÂNZIO DE BRITO;Engenheiro;PSD;NORDESTE;Eleito;1;RN;5619;2968;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;TAPEROÁ;GEORGE CIRO MONTEIRO DE FARIAS;Empresário;PSDB;NORDESTE;Eleito;1;PB;9050;5354;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;FARIAS BRITO;FRANCISCO AUSTRAGÉZIO SALES;Empresário;PDT;NORDESTE;Eleito;1;CE;15497;8486;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior completo;CARDEAL DA SILVA;ANTONIO AUGUSTO SALES DE JESUS;Prefeito;PP;NORDESTE;Eleito;1;BA;6360;4034;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;TIBAU DO SUL;VALDENICIO JOSÉ DA COSTA;Prefeito;PL;NORDESTE;Eleito;1;RN;11052;7395;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);25 a 29 anos;Masculino;Ensino Médio completo;CAMPESTRE;NELSON MENDES DA SILVA NETO;Comerciante;MDB;NORDESTE;Eleito;1;AL;5008;3449;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;SÃO JULIÃO;RENALDO RAMOS RODRIGUES;Vereador;PDT;NORDESTE;Eleito;1;PI;5030;2588;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;MONTADAS;JOSE ROMERO MARTINS DOS SANTOS;Administrador;PSD;NORDESTE;Eleito;1;PB;4658;2475;2025-05-06 19:30:57
Prefeito;Não Informado;Solteiro(a);35 a 39 anos;Masculino;Superior completo;DEPUTADO IRAPUAN PINHEIRO;FRANCISCO GILDECARLOS PINHEIRO;Prefeito;PSB;NORDESTE;Eleito;1;CE;6411;3883;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;SÃO MIGUEL DA BAIXA GRANDE;FRANCISCO BISPO DAS CHAGAS;Vereador;PSD;NORDESTE;Eleito;1;PI;2428;1443;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Feminino;Superior completo;DOMINGOS MOURÃO;MARIA IRINELDA GOMES DE OLIVEIRA SILVA;Prefeito;PT;NORDESTE;Eleito;1;PI;3540;2634;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;SENADOR RUI PALMEIRA;JOÃO CARLOS RODRIGUES;Agricultor;MDB;NORDESTE;Eleito;1;AL;7628;4778;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;MOITA BONITA;VAGNER COSTA DA CUNHA;Médico;PP;NORDESTE;Eleito;1;SE;7867;5636;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;FEIRA NOVA;JEAN SIMON SANTOS ARCIERI;Prefeito;PSD;NORDESTE;Eleito;1;SE;5492;3727;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;TEIXEIRA;WENCESLAU SOUZA MARQUES;Prefeito;PSB;NORDESTE;Eleito;1;PB;9589;6314;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);25 a 29 anos;Feminino;Superior completo;ÁGUA BRANCA;NAYARA EMMANUELA BATISTA FEITOSA;Pedagogo;PP;NORDESTE;Eleito;1;AL;11825;9227;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;SÃO FÉLIX;JOSE GERALDO TOSTA ALBERGARIA DA SILVA;Odontólogo;SOLIDARIEDADE;NORDESTE;Eleito;1;BA;8498;4656;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;NOSSA SENHORA DA GLÓRIA;LUANA MICHELE DE OLIVEIRA SILVA CACHO;Prefeito;PSD;NORDESTE;Eleito;1;SE;23035;17701;2025-05-06 19:30:57
Prefeito;Parda;Viúvo(a);50 a 54 anos;Feminino;Superior completo;ANGICAL;MONICA MARIA RODRIGUES DAS CHAGAS DIAS;Pedagogo;AVANTE;NORDESTE;Eleito;1;BA;10695;4804;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;MIGUEL ALVES;FRANCISCO ANTONIO REBELO DE PAIVA;Prefeito;MDB;NORDESTE;Eleito;1;PI;20671;14671;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);80 a 84 anos;Masculino;Superior completo;PATU;EDNARDO BENIGNO DE MOURA;Médico;MDB;NORDESTE;Eleito;1;RN;8841;4553;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;CONCEIÇÃO;SAMUEL SOARES LAVOR DE LACERDA;Prefeito;SOLIDARIEDADE;NORDESTE;Eleito;1;PB;12268;6095;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;ÁGUAS BELAS;JOSÉ ELTON MARTINS DE SOUZA;Advogado;REPUBLICANOS;NORDESTE;Eleito;1;PE;24986;12768;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;CAIRU;HILDÉCIO ANTÔNIO MEIRELES FILHO;Prefeito;UNIÃO;NORDESTE;Eleito;1;BA;12595;9464;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;ARARA;AMARILDO CARVALHO PEREIRA FILHO;Servidor Público Municipal;PSB;NORDESTE;Eleito;1;PB;7110;6021;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;BREJO DO PIAUÍ;FABIANO FEITOSA LIRA;Prefeito;PT;NORDESTE;Eleito;1;PI;3222;3016;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);21 a 24 anos;Masculino;Superior incompleto;CALÇADO;JOSÉ ELIAS MACENA DE LIMA FILHO;Agricultor;PP;NORDESTE;Eleito;1;PE;6722;4244;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;ENCANTO;ALBERONE NERI DE OLIVEIRA LIMA;Prefeito;PL;NORDESTE;Eleito;1;RN;4426;2881;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;BEQUIMÃO;ANTONIO JOSÉ MARTINS;Advogado;MDB;NORDESTE;Eleito;1;MA;15450;8152;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior incompleto;AROEIRAS;DOMINGOS MARQUES BARBOSA FILHO;Prefeito;PP;NORDESTE;Eleito;1;PB;12955;9059;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Feminino;Superior completo;PENDÊNCIAS;LAYS HELENA CABRAL DE QUEIROZ;Médico;MDB;NORDESTE;Eleito;1;RN;9162;4783;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;MONSENHOR GIL;EVANDRO LEAL DE ABREU;Médico;PSD;NORDESTE;Eleito;1;PI;8782;3849;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;GOVERNADOR LUIZ ROCHA;JOSE ORLANILDO SOARES DE OLIVEIRA;Prefeito;MDB;NORDESTE;Eleito;1;MA;5367;3300;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;UAUÁ;MARCOS HENRIQUE LOBO ROSA;Prefeito;AVANTE;NORDESTE;Eleito;1;BA;17577;11149;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;AURORA;MARCONE TAVARES DE LUNA;Empresário;PT;NORDESTE;Eleito;1;CE;16685;8834;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);25 a 29 anos;Masculino;Superior completo;BELÉM DO PIAUÍ;JÔNATHAS DE CARVALHO NORONHA;Engenheiro;MDB;NORDESTE;Eleito;1;PI;2210;2210;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;RIO LARGO;PEDRO CARLOS DA SILVA NETO;Advogado;PP;NORDESTE;Eleito;1;AL;51590;32496;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;CRATEÚS;JANAINA CARLA FARIAS;Senador;PT;NORDESTE;Eleito;1;CE;47932;26055;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;LAJEDÃO;ARISTON ALMEIDA PASSOS FILHO;Prefeito;PSD;NORDESTE;Eleito;1;BA;3597;1825;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;RIACHO DA CRUZ;MARCOS AURÉLIO DE PAIVA RÊGO;Prefeito;PP;NORDESTE;Eleito;1;RN;2235;2235;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Lê e escreve;CAMARAGIBE;DIEGO DA ROCHA CABRAL;Administrador;REPUBLICANOS;NORDESTE;Eleito;1;PE;92463;41968;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;RUY BARBOSA;RANIERE MOURA BARBOSA;Empresário;PL;NORDESTE;Eleito;1;RN;3797;2028;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;JEQUIÉ;ZENILDO BRANDÃO SANTANA;Prefeito;PP;NORDESTE;Eleito;1;BA;92664;85219;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;UBAÍRA;UILDBERGER ALVES RABELO;Empresário;PP;NORDESTE;Eleito;1;BA;12605;8026;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;PAES LANDIM;FRANCINALDO MORAES BEZERRA;Outros;PT;NORDESTE;Eleito;1;PI;4088;2529;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;ESTREITO;LEOARREN TÚLIO DE SOUSA CUNHA;Prefeito;PL;NORDESTE;Eleito;1;MA;20152;8948;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;VARJOTA;FRANCISCO ELMO BEZERRA MONTE;Empresário;PSB;NORDESTE;Eleito;1;CE;13869;8914;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;ALIANÇA;PEDRO ERMIRIO DE ALMEIDA FREITAS FILHO;Bancário e Economiário;PP;NORDESTE;Eleito;1;PE;21366;17802;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);45 a 49 anos;Masculino;Superior completo;SÃO JOSÉ DO EGITO;FREDSON HENRIQUE DE OLIVEIRA BRITO;Empresário;REPUBLICANOS;NORDESTE;Eleito;1;PE;19322;10523;2025-05-06 19:30:57
Prefeito;Preta;Divorciado(a);55 a 59 anos;Masculino;Superior completo;MUCURI;ROBERTO CARLOS FIGUEIREDO COSTA;Prefeito;UNIÃO;NORDESTE;Eleito;1;BA;23055;8163;2025-05-06 19:30:57
